listing_id,id,date,reviewer_id,reviewer_name,comments
433,104,2025-09-05,96394,Reviewer 104,Great place!
157,105,2025-08-12,78607,Reviewer 105,Great place!
223,106,2025-11-24,26939,Reviewer 106,Not as described.
132,107,2025-10-20,60715,Reviewer 107,Excellent location.
338,108,2025-10-07,54460,Reviewer 108,Disappointed with the experience.
404,109,2026-04-04,76576,Reviewer 109,Not as described.
376,110,2025-08-30,78222,Reviewer 110,Great place!
376,111,2026-01-16,22666,Reviewer 111,Disappointed with the experience.
47,112,2025-11-24,72119,Reviewer 112,Great place!
107,113,2025-09-06,45321,Reviewer 113,Not as described.
108,114,2025-11-21,11779,Reviewer 114,Excellent location.
265,115,2025-12-24,23186,Reviewer 115,Would stay again.
205,116,2025-05-13,26459,Reviewer 116,Not as described.
79,117,2025-12-12,96246,Reviewer 117,Clean and comfortable.
155,118,2026-01-09,97755,Reviewer 118,Clean and comfortable.
271,119,2025-12-11,15057,Reviewer 119,Would stay again.
476,120,2025-07-09,70663,Reviewer 120,Clean and comfortable.
485,121,2025-06-21,28733,Reviewer 121,Disappointed with the experience.
247,122,2025-08-29,29157,Reviewer 122,Not as described.
19,123,2026-02-12,45030,Reviewer 123,Clean and comfortable.
346,124,2026-02-10,29613,Reviewer 124,Clean and comfortable.
436,125,2025-11-03,93028,Reviewer 125,Great place!
26,126,2025-10-21,96282,Reviewer 126,Not as described.
217,127,2025-10-25,15188,Reviewer 127,Would stay again.
154,128,2025-05-21,39680,Reviewer 128,Great place!
154,129,2026-02-12,70119,Reviewer 129,Clean and comfortable.
174,130,2025-12-13,84400,Reviewer 130,Would stay again.
92,131,2026-02-12,65718,Reviewer 131,Not as described.
433,132,2025-09-20,46445,Reviewer 132,Would stay again.
338,133,2025-04-23,15796,Reviewer 133,Excellent location.
480,134,2025-08-16,57218,Reviewer 134,Excellent location.
181,135,2025-07-06,49131,Reviewer 135,Not as described.
131,136,2025-05-09,18123,Reviewer 136,Disappointed with the experience.
450,137,2026-02-16,18222,Reviewer 137,Great place!
481,138,2026-02-04,34074,Reviewer 138,Clean and comfortable.
298,139,2026-04-02,39825,Reviewer 139,Disappointed with the experience.
275,140,2025-11-19,46839,Reviewer 140,Disappointed with the experience.
273,141,2025-04-29,78322,Reviewer 141,Excellent location.
492,142,2025-05-14,66321,Reviewer 142,Excellent location.
417,143,2025-05-14,35988,Reviewer 143,Clean and comfortable.
76,144,2026-01-29,45507,Reviewer 144,Great place!
177,145,2025-08-24,33806,Reviewer 145,Clean and comfortable.
184,146,2025-12-29,46901,Reviewer 146,Would stay again.
319,147,2025-07-31,27043,Reviewer 147,Not as described.
131,148,2026-04-14,85761,Reviewer 148,Would stay again.
363,149,2025-09-18,19752,Reviewer 149,Would stay again.
49,150,2025-07-04,78993,Reviewer 150,Disappointed with the experience.
55,151,2025-10-14,52616,Reviewer 151,Great place!
154,152,2025-11-15,62127,Reviewer 152,Clean and comfortable.
355,153,2025-08-28,84777,Reviewer 153,Disappointed with the experience.
200,154,2025-10-29,10453,Reviewer 154,Host was very helpful.
308,155,2025-05-27,85432,Reviewer 155,Great place!
356,156,2025-07-02,97362,Reviewer 156,Host was very helpful.
373,157,2025-05-11,20976,Reviewer 157,Host was very helpful.
118,158,2026-02-28,80404,Reviewer 158,Host was very helpful.
263,159,2025-10-08,91932,Reviewer 159,Host was very helpful.
46,160,2025-04-24,87707,Reviewer 160,Disappointed with the experience.
302,161,2026-04-15,99647,Reviewer 161,Not as described.
356,162,2026-02-01,43688,Reviewer 162,Host was very helpful.
400,163,2025-05-17,96840,Reviewer 163,Excellent location.
408,164,2025-08-27,12017,Reviewer 164,Host was very helpful.
189,165,2025-06-18,17957,Reviewer 165,Great place!
310,166,2025-05-23,14792,Reviewer 166,Excellent location.
318,167,2025-12-27,65982,Reviewer 167,Excellent location.
129,168,2025-10-10,23237,Reviewer 168,Not as described.
49,169,2026-04-05,61586,Reviewer 169,Host was very helpful.
25,170,2025-05-30,91787,Reviewer 170,Would stay again.
266,171,2025-08-31,29252,Reviewer 171,Would stay again.
118,172,2025-06-05,20707,Reviewer 172,Host was very helpful.
464,173,2025-08-25,44206,Reviewer 173,Disappointed with the experience.
144,174,2025-07-09,13543,Reviewer 174,Great place!
442,175,2025-07-17,54135,Reviewer 175,Disappointed with the experience.
200,176,2026-04-19,45031,Reviewer 176,Host was very helpful.
157,177,2026-03-13,52929,Reviewer 177,Clean and comfortable.
487,178,2025-06-06,75747,Reviewer 178,Great place!
348,179,2026-03-31,67851,Reviewer 179,Clean and comfortable.
134,180,2025-12-27,65311,Reviewer 180,Disappointed with the experience.
400,181,2025-09-08,75867,Reviewer 181,Would stay again.
148,182,2026-02-13,98780,Reviewer 182,Not as described.
336,183,2025-09-29,67196,Reviewer 183,Host was very helpful.
71,184,2025-05-03,83705,Reviewer 184,Clean and comfortable.
233,185,2025-07-01,67894,Reviewer 185,Host was very helpful.
334,186,2026-03-18,97640,Reviewer 186,Not as described.
299,187,2025-08-21,24591,Reviewer 187,Would stay again.
154,188,2025-06-09,58893,Reviewer 188,Not as described.
90,189,2025-11-17,10727,Reviewer 189,Disappointed with the experience.
334,190,2025-05-21,31359,Reviewer 190,Host was very helpful.
199,191,2026-02-08,53822,Reviewer 191,Great place!
161,192,2025-09-27,98534,Reviewer 192,Not as described.
26,193,2026-02-22,20929,Reviewer 193,Disappointed with the experience.
121,194,2025-10-26,70091,Reviewer 194,Not as described.
301,195,2025-05-22,90378,Reviewer 195,Excellent location.
212,196,2025-11-05,33519,Reviewer 196,Clean and comfortable.
63,197,2026-04-09,27393,Reviewer 197,Would stay again.
451,198,2025-06-24,44318,Reviewer 198,Excellent location.
436,199,2025-09-27,84531,Reviewer 199,Clean and comfortable.
68,200,2025-08-27,57934,Reviewer 200,Clean and comfortable.
253,201,2026-04-04,91103,Reviewer 201,Host was very helpful.
410,202,2025-11-02,38840,Reviewer 202,Host was very helpful.
459,203,2025-04-27,99367,Reviewer 203,Would stay again.
2,204,2026-02-03,23265,Reviewer 204,Disappointed with the experience.
398,205,2025-11-19,15424,Reviewer 205,Would stay again.
108,206,2025-12-18,30625,Reviewer 206,Excellent location.
286,207,2025-06-15,89622,Reviewer 207,Disappointed with the experience.
49,208,2025-07-15,39187,Reviewer 208,Would stay again.
140,209,2026-03-12,45929,Reviewer 209,Clean and comfortable.
218,210,2025-06-24,71892,Reviewer 210,Great place!
44,211,2025-11-30,30539,Reviewer 211,Disappointed with the experience.
417,212,2026-04-20,66630,Reviewer 212,Great place!
269,213,2025-10-04,19215,Reviewer 213,Host was very helpful.
78,214,2025-07-26,49385,Reviewer 214,Not as described.
216,215,2026-02-03,97580,Reviewer 215,Excellent location.
382,216,2025-07-20,87462,Reviewer 216,Clean and comfortable.
98,217,2026-04-04,35008,Reviewer 217,Great place!
236,218,2026-02-03,58928,Reviewer 218,Not as described.
282,219,2025-10-15,93096,Reviewer 219,Host was very helpful.
149,220,2025-11-21,99876,Reviewer 220,Disappointed with the experience.
412,221,2025-07-06,34976,Reviewer 221,Would stay again.
304,222,2026-02-26,37626,Reviewer 222,Not as described.
484,223,2026-03-25,69789,Reviewer 223,Host was very helpful.
424,224,2025-10-18,14700,Reviewer 224,Disappointed with the experience.
66,225,2025-11-11,73645,Reviewer 225,Host was very helpful.
234,226,2025-10-29,83396,Reviewer 226,Clean and comfortable.
457,227,2025-09-20,17526,Reviewer 227,Would stay again.
87,228,2026-03-17,49500,Reviewer 228,Disappointed with the experience.
79,229,2025-08-15,78049,Reviewer 229,Disappointed with the experience.
205,230,2025-07-31,83366,Reviewer 230,Not as described.
279,231,2025-07-23,90317,Reviewer 231,Disappointed with the experience.
337,232,2025-12-07,69117,Reviewer 232,Would stay again.
254,233,2026-02-25,66096,Reviewer 233,Host was very helpful.
304,234,2026-04-06,17910,Reviewer 234,Great place!
380,235,2026-01-09,91383,Reviewer 235,Excellent location.
130,236,2025-10-18,81185,Reviewer 236,Not as described.
84,237,2026-01-08,60248,Reviewer 237,Would stay again.
276,238,2026-04-19,84656,Reviewer 238,Disappointed with the experience.
187,239,2025-06-26,11951,Reviewer 239,Disappointed with the experience.
46,240,2026-01-13,75212,Reviewer 240,Clean and comfortable.
387,241,2026-01-13,85701,Reviewer 241,Not as described.
183,242,2025-05-05,89888,Reviewer 242,Clean and comfortable.
268,243,2025-12-23,85282,Reviewer 243,Would stay again.
296,244,2026-01-13,51954,Reviewer 244,Would stay again.
322,245,2025-06-26,99719,Reviewer 245,Clean and comfortable.
100,246,2025-07-07,18804,Reviewer 246,Host was very helpful.
78,247,2026-01-15,10595,Reviewer 247,Host was very helpful.
272,248,2025-06-26,39592,Reviewer 248,Would stay again.
339,249,2026-02-08,50643,Reviewer 249,Clean and comfortable.
162,250,2025-11-02,72665,Reviewer 250,Host was very helpful.
44,251,2025-07-06,30823,Reviewer 251,Not as described.
238,252,2025-11-09,15972,Reviewer 252,Clean and comfortable.
134,253,2025-08-09,25882,Reviewer 253,Disappointed with the experience.
461,254,2025-06-05,76394,Reviewer 254,Host was very helpful.
192,255,2025-07-29,81055,Reviewer 255,Not as described.
356,256,2025-07-14,33769,Reviewer 256,Not as described.
278,257,2025-12-18,35020,Reviewer 257,Excellent location.
18,258,2025-12-10,52748,Reviewer 258,Excellent location.
12,259,2025-08-03,95374,Reviewer 259,Would stay again.
180,260,2026-02-02,54912,Reviewer 260,Host was very helpful.
123,261,2025-06-17,22879,Reviewer 261,Not as described.
246,262,2025-09-03,43798,Reviewer 262,Host was very helpful.
222,263,2025-05-24,99826,Reviewer 263,Excellent location.
373,264,2025-12-06,56073,Reviewer 264,Excellent location.
51,265,2025-07-26,85791,Reviewer 265,Disappointed with the experience.
488,266,2026-03-04,76983,Reviewer 266,Disappointed with the experience.
71,267,2025-06-28,53005,Reviewer 267,Not as described.
480,268,2025-11-11,12850,Reviewer 268,Host was very helpful.
48,269,2025-12-14,38400,Reviewer 269,Clean and comfortable.
19,270,2025-04-25,21953,Reviewer 270,Disappointed with the experience.
262,271,2025-05-16,33535,Reviewer 271,Clean and comfortable.
84,272,2025-05-08,85536,Reviewer 272,Excellent location.
155,273,2025-06-16,85039,Reviewer 273,Great place!
53,274,2026-03-12,91029,Reviewer 274,Host was very helpful.
107,275,2025-10-18,14055,Reviewer 275,Not as described.
357,276,2025-09-18,48170,Reviewer 276,Clean and comfortable.
304,277,2026-03-29,38251,Reviewer 277,Host was very helpful.
135,278,2025-12-18,14532,Reviewer 278,Host was very helpful.
443,279,2025-10-11,14924,Reviewer 279,Host was very helpful.
69,280,2025-05-15,58037,Reviewer 280,Great place!
11,281,2025-06-05,88082,Reviewer 281,Host was very helpful.
143,282,2026-01-01,81621,Reviewer 282,Great place!
192,283,2026-02-17,87926,Reviewer 283,Great place!
387,284,2025-05-25,88816,Reviewer 284,Great place!
378,285,2026-01-04,99654,Reviewer 285,Disappointed with the experience.
69,286,2025-09-14,80400,Reviewer 286,Great place!
23,287,2025-12-12,20702,Reviewer 287,Not as described.
181,288,2025-11-10,25385,Reviewer 288,Would stay again.
293,289,2025-07-27,19336,Reviewer 289,Clean and comfortable.
9,290,2026-02-16,75421,Reviewer 290,Great place!
271,291,2026-01-07,41225,Reviewer 291,Would stay again.
387,292,2026-03-25,46021,Reviewer 292,Not as described.
93,293,2026-03-24,13782,Reviewer 293,Great place!
454,294,2025-08-25,98877,Reviewer 294,Excellent location.
17,295,2025-10-19,99630,Reviewer 295,Clean and comfortable.
154,296,2025-09-08,59111,Reviewer 296,Would stay again.
405,297,2025-11-14,99402,Reviewer 297,Would stay again.
328,298,2025-06-24,94585,Reviewer 298,Would stay again.
149,299,2026-01-14,52719,Reviewer 299,Would stay again.
377,300,2026-02-05,59037,Reviewer 300,Disappointed with the experience.
267,301,2025-07-04,90103,Reviewer 301,Would stay again.
422,302,2025-12-19,13513,Reviewer 302,Would stay again.
328,303,2026-02-11,23335,Reviewer 303,Host was very helpful.
106,304,2025-09-26,54140,Reviewer 304,Not as described.
472,305,2025-08-06,90373,Reviewer 305,Excellent location.
381,306,2025-11-06,87658,Reviewer 306,Not as described.
35,307,2025-11-17,44840,Reviewer 307,Great place!
119,308,2025-05-21,41007,Reviewer 308,Host was very helpful.
14,309,2025-09-19,66947,Reviewer 309,Great place!
14,310,2025-07-02,36393,Reviewer 310,Not as described.
266,311,2025-09-13,67480,Reviewer 311,Great place!
140,312,2026-03-05,98290,Reviewer 312,Disappointed with the experience.
294,313,2025-06-01,96335,Reviewer 313,Would stay again.
364,314,2025-07-21,19107,Reviewer 314,Clean and comfortable.
119,315,2025-07-24,15993,Reviewer 315,Would stay again.
238,316,2026-04-12,62066,Reviewer 316,Host was very helpful.
34,317,2026-01-04,52942,Reviewer 317,Not as described.
169,318,2025-09-09,26138,Reviewer 318,Great place!
10,319,2025-09-25,54527,Reviewer 319,Disappointed with the experience.
122,320,2025-07-12,19190,Reviewer 320,Great place!
401,321,2025-07-21,88422,Reviewer 321,Great place!
145,322,2025-10-02,65698,Reviewer 322,Would stay again.
451,323,2025-07-29,92315,Reviewer 323,Would stay again.
446,324,2025-04-27,39086,Reviewer 324,Would stay again.
223,325,2025-07-29,27322,Reviewer 325,Excellent location.
371,326,2025-05-19,93569,Reviewer 326,Would stay again.
257,327,2026-01-02,95610,Reviewer 327,Not as described.
268,328,2025-08-08,13435,Reviewer 328,Disappointed with the experience.
359,329,2026-02-09,63331,Reviewer 329,Host was very helpful.
4,330,2026-03-09,38942,Reviewer 330,Not as described.
426,331,2025-12-15,69635,Reviewer 331,Disappointed with the experience.
397,332,2025-12-01,39059,Reviewer 332,Host was very helpful.
354,333,2025-10-04,67557,Reviewer 333,Would stay again.
106,334,2025-11-25,62389,Reviewer 334,Host was very helpful.
85,335,2026-04-20,63014,Reviewer 335,Disappointed with the experience.
214,336,2025-08-27,42826,Reviewer 336,Not as described.
121,337,2025-06-15,40297,Reviewer 337,Not as described.
132,338,2025-09-11,53890,Reviewer 338,Disappointed with the experience.
338,339,2025-07-31,31322,Reviewer 339,Clean and comfortable.
197,340,2026-04-21,45739,Reviewer 340,Disappointed with the experience.
19,341,2025-12-17,19719,Reviewer 341,Great place!
130,342,2025-07-26,89553,Reviewer 342,Excellent location.
12,343,2025-12-18,18314,Reviewer 343,Great place!
81,344,2025-11-28,85164,Reviewer 344,Not as described.
330,345,2025-10-30,87028,Reviewer 345,Disappointed with the experience.
354,346,2025-07-30,46113,Reviewer 346,Excellent location.
262,347,2025-12-08,25357,Reviewer 347,Host was very helpful.
392,348,2025-09-22,30365,Reviewer 348,Disappointed with the experience.
125,349,2025-10-08,49029,Reviewer 349,Great place!
307,350,2025-07-02,11737,Reviewer 350,Host was very helpful.
267,351,2026-03-31,84632,Reviewer 351,Disappointed with the experience.
447,352,2026-01-14,95474,Reviewer 352,Excellent location.
441,353,2025-05-25,88218,Reviewer 353,Not as described.
383,354,2025-05-22,37499,Reviewer 354,Would stay again.
140,355,2025-08-26,56157,Reviewer 355,Not as described.
329,356,2025-09-28,66247,Reviewer 356,Would stay again.
2,357,2025-06-28,51034,Reviewer 357,Would stay again.
8,358,2026-01-04,10294,Reviewer 358,Host was very helpful.
250,359,2025-05-18,34596,Reviewer 359,Host was very helpful.
139,360,2025-09-07,21434,Reviewer 360,Clean and comfortable.
124,361,2026-01-24,68382,Reviewer 361,Not as described.
309,362,2025-09-26,48098,Reviewer 362,Excellent location.
228,363,2026-03-02,14655,Reviewer 363,Excellent location.
10,364,2025-07-01,93029,Reviewer 364,Would stay again.
469,365,2025-06-12,56228,Reviewer 365,Not as described.
212,366,2025-06-03,13771,Reviewer 366,Clean and comfortable.
112,367,2026-01-03,84099,Reviewer 367,Host was very helpful.
8,368,2025-10-20,66799,Reviewer 368,Disappointed with the experience.
292,369,2025-08-27,72257,Reviewer 369,Disappointed with the experience.
477,370,2026-04-06,27558,Reviewer 370,Not as described.
362,371,2025-07-19,68436,Reviewer 371,Host was very helpful.
460,372,2025-12-31,42376,Reviewer 372,Not as described.
253,373,2025-05-08,97458,Reviewer 373,Would stay again.
14,374,2025-12-27,87924,Reviewer 374,Clean and comfortable.
240,375,2025-08-01,39332,Reviewer 375,Great place!
438,376,2026-01-03,56737,Reviewer 376,Great place!
242,377,2025-09-18,99031,Reviewer 377,Not as described.
469,378,2025-11-25,83970,Reviewer 378,Disappointed with the experience.
342,379,2025-07-21,61952,Reviewer 379,Host was very helpful.
149,380,2025-04-29,30991,Reviewer 380,Excellent location.
236,381,2025-10-02,37472,Reviewer 381,Excellent location.
306,382,2025-05-14,69946,Reviewer 382,Would stay again.
478,383,2025-12-04,36849,Reviewer 383,Host was very helpful.
167,384,2026-03-18,11541,Reviewer 384,Would stay again.
20,385,2025-09-30,12765,Reviewer 385,Would stay again.
216,386,2025-08-19,53074,Reviewer 386,Excellent location.
343,387,2026-02-10,39283,Reviewer 387,Great place!
135,388,2025-05-31,10769,Reviewer 388,Clean and comfortable.
393,389,2026-02-10,27806,Reviewer 389,Host was very helpful.
129,390,2025-12-11,12972,Reviewer 390,Would stay again.
410,391,2025-10-21,28256,Reviewer 391,Excellent location.
422,392,2025-08-24,28653,Reviewer 392,Not as described.
294,393,2025-07-03,96669,Reviewer 393,Excellent location.
246,394,2026-02-22,49339,Reviewer 394,Would stay again.
189,395,2026-01-18,35757,Reviewer 395,Excellent location.
44,396,2025-05-05,52399,Reviewer 396,Excellent location.
86,397,2026-01-13,54013,Reviewer 397,Disappointed with the experience.
44,398,2025-05-06,24706,Reviewer 398,Great place!
330,399,2025-11-29,48231,Reviewer 399,Not as described.
375,400,2025-09-05,37909,Reviewer 400,Would stay again.
446,401,2025-09-08,86631,Reviewer 401,Not as described.
378,402,2026-04-02,67572,Reviewer 402,Disappointed with the experience.
390,403,2026-02-25,95879,Reviewer 403,Disappointed with the experience.
145,404,2025-12-10,73767,Reviewer 404,Would stay again.
51,405,2026-03-09,36469,Reviewer 405,Excellent location.
242,406,2025-07-29,11313,Reviewer 406,Would stay again.
294,407,2025-04-26,17847,Reviewer 407,Not as described.
408,408,2025-08-12,60222,Reviewer 408,Host was very helpful.
51,409,2025-07-14,84702,Reviewer 409,Not as described.
266,410,2025-10-20,19930,Reviewer 410,Disappointed with the experience.
120,411,2025-06-29,13285,Reviewer 411,Clean and comfortable.
200,412,2026-04-16,45863,Reviewer 412,Clean and comfortable.
405,413,2025-06-01,26704,Reviewer 413,Excellent location.
248,414,2025-05-13,28705,Reviewer 414,Not as described.
70,415,2026-04-08,10555,Reviewer 415,Great place!
341,416,2025-09-03,31323,Reviewer 416,Would stay again.
57,417,2025-09-14,80968,Reviewer 417,Not as described.
382,418,2026-02-07,76922,Reviewer 418,Clean and comfortable.
39,419,2025-08-05,63915,Reviewer 419,Great place!
472,420,2025-11-18,20619,Reviewer 420,Disappointed with the experience.
289,421,2025-07-01,82390,Reviewer 421,Host was very helpful.
443,422,2025-08-26,69274,Reviewer 422,Great place!
18,423,2025-05-08,83173,Reviewer 423,Host was very helpful.
440,424,2025-12-28,31225,Reviewer 424,Would stay again.
220,425,2026-03-07,36739,Reviewer 425,Great place!
313,426,2026-02-28,57708,Reviewer 426,Excellent location.
244,427,2025-11-18,63019,Reviewer 427,Not as described.
352,428,2026-02-13,86154,Reviewer 428,Clean and comfortable.
460,429,2026-04-04,17373,Reviewer 429,Great place!
304,430,2026-04-04,45281,Reviewer 430,Great place!
298,431,2025-05-20,30187,Reviewer 431,Excellent location.
283,432,2025-08-26,77863,Reviewer 432,Would stay again.
74,433,2025-09-20,94085,Reviewer 433,Not as described.
110,434,2025-07-15,49220,Reviewer 434,Disappointed with the experience.
180,435,2025-05-09,17642,Reviewer 435,Clean and comfortable.
426,436,2025-06-10,89971,Reviewer 436,Clean and comfortable.
32,437,2025-09-21,65556,Reviewer 437,Not as described.
234,438,2025-10-13,43760,Reviewer 438,Clean and comfortable.
282,439,2025-10-27,48192,Reviewer 439,Host was very helpful.
25,440,2025-09-27,14381,Reviewer 440,Would stay again.
331,441,2025-11-01,29558,Reviewer 441,Not as described.
279,442,2025-07-16,40782,Reviewer 442,Excellent location.
226,443,2026-04-15,14782,Reviewer 443,Clean and comfortable.
57,444,2025-11-01,64712,Reviewer 444,Disappointed with the experience.
180,445,2025-08-13,29462,Reviewer 445,Disappointed with the experience.
232,446,2026-01-17,70030,Reviewer 446,Disappointed with the experience.
382,447,2025-05-31,78519,Reviewer 447,Would stay again.
343,448,2025-12-27,66411,Reviewer 448,Clean and comfortable.
477,449,2025-12-06,65206,Reviewer 449,Host was very helpful.
287,450,2026-02-10,56950,Reviewer 450,Would stay again.
64,451,2026-03-22,12523,Reviewer 451,Disappointed with the experience.
455,452,2025-07-04,70926,Reviewer 452,Would stay again.
232,453,2025-07-07,19677,Reviewer 453,Clean and comfortable.
289,454,2025-05-29,85828,Reviewer 454,Would stay again.
213,455,2025-06-02,25089,Reviewer 455,Great place!
258,456,2025-10-19,14581,Reviewer 456,Host was very helpful.
18,457,2026-04-01,21907,Reviewer 457,Not as described.
175,458,2025-08-25,15609,Reviewer 458,Not as described.
417,459,2025-10-24,61153,Reviewer 459,Would stay again.
229,460,2025-09-07,60539,Reviewer 460,Disappointed with the experience.
226,461,2026-03-17,54143,Reviewer 461,Excellent location.
84,462,2025-08-05,32936,Reviewer 462,Disappointed with the experience.
291,463,2025-12-06,60182,Reviewer 463,Not as described.
435,464,2026-03-14,23163,Reviewer 464,Not as described.
370,465,2025-11-04,69758,Reviewer 465,Would stay again.
246,466,2025-12-01,56057,Reviewer 466,Would stay again.
402,467,2025-11-26,22537,Reviewer 467,Great place!
