id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
140,Listing 140,2306,Host 140,Horta-Guinardó,Sant Pere,41.37001502442448,2.1127188024068704,Entire home/apt,182,4,133,2026-03-24,1.4782727080624265,6,219
141,Listing 141,7776,Host 141,Horta-Guinardó,Barri Gòtic,41.36674825822591,2.2074485082094024,Entire home/apt,361,6,156,2025-07-19,3.0980796347246113,3,79
142,Listing 142,6864,Host 142,Horta-Guinardó,Poble Sec,41.36045678403344,2.1108126503998013,Entire home/apt,145,7,185,,2.998137842299607,6,82
143,Listing 143,8526,Host 143,Eixample,Barri Gòtic,41.41364302495437,2.1106885091647887,Entire home/apt,483,7,144,2026-03-28,2.531651546771339,9,41
144,Listing 144,9901,Host 144,Eixample,El Raval,41.42064757264869,2.1018162712852333,Entire home/apt,380,7,143,2025-08-08,1.7520662500509872,6,272
145,Listing 145,6575,Host 145,Sants-Montjuïc,Sants,41.35315861448257,2.243475209744922,Private room,192,3,130,2025-07-25,4.564655023873449,4,190
146,Listing 146,6530,Host 146,Ciutat Vella,Barri Gòtic,41.44362122462437,2.2106262539188513,Entire home/apt,337,6,20,,1.698851211494219,5,172
147,Listing 147,5413,Host 147,Horta-Guinardó,Barri Gòtic,41.35519712836515,2.1529877112753097,Entire home/apt,77,13,63,2026-03-12,2.278095782186258,6,6
148,Listing 148,4748,Host 148,Ciutat Vella,Poble Sec,41.40412963353011,2.1444803371931482,Entire home/apt,327,8,89,2026-03-18,3.3905691547710437,3,154
149,Listing 149,1663,Host 149,Ciutat Vella,Poble Sec,41.420906051945096,2.1524554844618775,Shared room,282,4,35,2025-05-12,2.7151071543338205,8,9
150,Listing 150,2998,Host 150,Sants-Montjuïc,Sant Pere,41.437096912374614,2.2161980296771775,Entire home/apt,66,13,61,2025-09-28,1.734429881821928,4,33
151,Listing 151,8994,Host 151,Horta-Guinardó,Poble Sec,41.421408693213245,2.1992055916605624,Entire home/apt,108,8,169,,2.1782239522825493,8,35
152,Listing 152,2495,Host 152,Horta-Guinardó,La Barceloneta,41.430172808306985,2.1277793351801204,Private room,139,2,75,2025-12-17,3.9724040892675303,3,5
153,Listing 153,4304,Host 153,Gràcia,El Raval,41.383945019254284,2.1261164003001127,Entire home/apt,248,10,169,2026-04-02,1.390645777433062,7,214
154,Listing 154,4763,Host 154,Ciutat Vella,El Raval,41.431482511374654,2.1147593474570097,Entire home/apt,411,9,188,2025-09-20,0.7112761988840771,9,133
155,Listing 155,6232,Host 155,Ciutat Vella,Sants,41.35801148463847,2.1990454079552006,Entire home/apt,490,9,12,2025-07-07,1.5658160091488855,4,284
156,Listing 156,2853,Host 156,Eixample,Sants,41.43948166560605,2.2146558993332603,Private room,75,8,10,2025-12-10,4.247671077439507,8,125
157,Listing 157,7585,Host 157,Gràcia,El Raval,41.40475923761537,2.139756964248751,Entire home/apt,74,10,53,2025-11-13,0.4449485742817333,3,336
158,Listing 158,2291,Host 158,Eixample,Sants,41.43172977699625,2.103141744154637,Private room,443,13,15,2025-10-02,4.9584803668622595,7,173
159,Listing 159,4581,Host 159,Eixample,Sant Pere,41.395231828451834,2.1123257501214643,Shared room,350,10,7,,2.705014494638313,3,151
160,Listing 160,8554,Host 160,Eixample,Poble Sec,41.414357769519654,2.2451790052267544,Entire home/apt,388,1,103,2025-08-31,4.92422871983547,7,330
161,Listing 161,8280,Host 161,Sants-Montjuïc,El Raval,41.40264026609361,2.144316716621613,Entire home/apt,316,2,58,2026-03-16,4.694982110429888,6,25
162,Listing 162,2636,Host 162,Sants-Montjuïc,Sants,41.423158952175534,2.21538347217572,Entire home/apt,230,6,56,,2.264068571054584,2,114
163,Listing 163,4696,Host 163,Eixample,El Raval,41.35816299820306,2.1936995353281397,Entire home/apt,409,10,39,2025-07-08,0.9924553730267455,3,283
164,Listing 164,1698,Host 164,Gràcia,La Barceloneta,41.35603520839906,2.1572909459479344,Entire home/apt,117,5,186,2026-03-16,0.8244238828256922,6,74
165,Listing 165,5737,Host 165,Ciutat Vella,Barri Gòtic,41.37471032340102,2.1308530893293334,Shared room,400,12,129,2025-08-06,1.1999468193497875,4,165
166,Listing 166,1854,Host 166,Gràcia,Poble Sec,41.36595446801132,2.118207962723911,Private room,461,9,93,2025-10-26,3.5506632028226863,6,188
167,Listing 167,9164,Host 167,Horta-Guinardó,El Raval,41.437178356659224,2.19225194520583,Private room,370,5,137,2025-12-18,1.3647499736574393,1,77
168,Listing 168,6855,Host 168,Sants-Montjuïc,Barri Gòtic,41.37192139873581,2.216195067095668,Entire home/apt,98,2,43,2026-02-01,1.7071263480214915,1,89
169,Listing 169,8392,Host 169,Ciutat Vella,Sants,41.44758652558192,2.1965856380311695,Private room,224,10,138,2025-07-18,2.243894019973074,3,175
170,Listing 170,7528,Host 170,Ciutat Vella,Barri Gòtic,41.383689579177116,2.179545319987374,Shared room,101,4,79,2025-06-13,4.566163402107282,8,20
171,Listing 171,6249,Host 171,Horta-Guinardó,Poble Sec,41.368211791568875,2.1062926835147455,Private room,151,9,80,2025-05-23,0.9469670894242305,8,53
172,Listing 172,6172,Host 172,Horta-Guinardó,El Raval,41.42896985071425,2.2452733166391576,Entire home/apt,265,1,1,2025-05-16,0.025132763049015572,4,183
173,Listing 173,2707,Host 173,Eixample,La Barceloneta,41.41587077755009,2.219807128748186,Private room,487,11,177,2025-11-20,0.30048205189085075,6,358
174,Listing 174,6791,Host 174,Sants-Montjuïc,Sants,41.39981957164532,2.1439233055051448,Entire home/apt,237,1,139,2026-02-28,4.523831708400589,8,221
175,Listing 175,6535,Host 175,Sants-Montjuïc,El Raval,41.405536355093766,2.2469955494038274,Entire home/apt,106,12,114,2026-02-13,3.237582324216816,7,314
176,Listing 176,5931,Host 176,Gràcia,Poble Sec,41.42192017782723,2.1902822384454486,Entire home/apt,96,7,89,2026-02-27,1.3652030966390338,7,327
